"txNomeParlamentar";"cpf";"ideCadastro";"nuCarteiraParlamentar";"nuLegislatura";"sgUF";"sgPartido";"codLegislatura";"numSubCota";"txtDescricao";"numEspecificacaoSubCota";"txtDescricaoEspecificacao";"txtFornecedor";"txtCNPJCPF";"txtNumero";"indTipoDocumento";"datEmissao";"vlrDocumento";"vlrGlosa";"vlrLiquido";"numMes";"numAno";"numParcela";"txtPassageiro";"txtTrecho";"numLote";"numRessarcimento";"datPagamentoRestituicao";"vlrRestituicao";"nuDeputadoId";"ideDocumento";"urlDocumento"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"00000000074";"0";"2023-02-07T00:00:00";"899";"0";"899";"2";"2023";"0";"";"";"1911524";"";"";"";"2812";"7503781";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7503781.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"00000000386";"0";"2023-06-06T00:00:00";"899";"0";"899";"6";"2023";"0";"";"";"1948548";"";"";"";"2812";"7570656";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7570656.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"00000000466";"0";"2023-07-12T00:00:00";"899";"0";"899";"7";"2023";"0";"";"";"1954294";"";"";"";"2812";"7580960";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7580960.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"00000000535";"0";"2023-08-03T00:00:00";"899";"0";"899";"8";"2023";"0";"";"";"1963418";"";"";"";"2812";"7599444";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7599444.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"00000000625";"0";"2023-09-12T00:00:00";"899";"0";"899";"9";"2023";"0";"";"";"1975208";"";"";"";"2812";"7620412";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7620412.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"00000000702";"0";"2023-10-06T00:00:00";"899";"0";"899";"10";"2023";"0";"";"";"1984541";"";"";"";"2812";"7637616";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7637616.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"0000000141";"0";"2023-03-09T00:00:00";"899";"0";"899";"3";"2023";"0";"";"";"1922139";"";"";"";"2812";"7522817";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7522817.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"214";"0";"2023-04-10T00:00:00";"899";"0";"899";"4";"2023";"0";"";"";"1928655";"";"";"";"2812";"7534930";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7534930.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"301";"0";"2023-05-10T00:00:00";"899";"0";"899";"5";"2023";"0";"";"";"1939355";"";"";"";"2812";"7553911";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7553911.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"789";"0";"2023-11-09T00:00:00";"899";"0";"899";"11";"2023";"0";"";"";"1993765";"";"";"";"2812";"7654009";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7654009.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"868";"0";"2023-12-07T00:00:00";"899";"0";"899";"12";"2023";"0";"";"";"2003014";"";"";"";"2812";"7670107";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2024/7670107.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"COMERCIAL PAPIROS LTDA";"000.192.990/0012-6";"134016";"4";"2023-03-09T00:00:00";"173";"0";"173";"3";"2023";"0";"";"";"1914685";"";"";"";"2812";"7509632";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7509632"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"CONNECT INFORMATICA E PAPELARIA LTDA";"361.127.500/0010-0";"1239";"4";"2023-08-28T00:00:00";"208.1";"0";"208.1";"8";"2023";"0";"";"";"1959098";"";"";"";"2812";"7591098";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7591098"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"FUTURA AUDIOVISUAIS LTDA ME";"071.263.360/0014-4";"230310007";"1";"2023-03-13T00:00:00";"1560";"0";"1560";"3";"2023";"0";"";"";"1917086";"";"";"";"2812";"7514226";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7514226.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"FUTURA AUDIOVISUAIS LTDA ME";"071.263.360/0014-4";"230413";"1";"2023-04-13T00:00:00";"1560";"0";"1560";"4";"2023";"0";"";"";"1932802";"";"";"";"2812";"7541498";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7541498.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"FUTURA AUDIOVISUAIS LTDA ME";"071.263.360/0014-4";"230513003";"1";"2023-05-13T00:00:00";"1560";"0";"1560";"5";"2023";"0";"";"";"1944019";"";"";"";"2812";"7562476";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7562476.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"FUTURA AUDIOVISUAIS LTDA ME";"071.263.360/0014-4";"230613003";"1";"2023-07-13T00:00:00";"1560";"0";"1560";"6";"2023";"0";"";"";"1954295";"";"";"";"2812";"7581312";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7581312.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"FUTURA AUDIOVISUAIS LTDA ME";"071.263.360/0014-4";"230713/004";"1";"2023-08-13T00:00:00";"1248";"0";"1248";"8";"2023";"0";"";"";"1959590";"";"";"";"2812";"7591971";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7591971.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"FUTURA AUDIOVISUAIS LTDA ME";"071.263.360/0014-4";"230813/002";"1";"2023-09-13T00:00:00";"780";"0";"780";"8";"2023";"0";"";"";"1969884";"";"";"";"2812";"7611413";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7611413.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"FUTURA AUDIOVISUAIS LTDA ME";"071.263.360/0014-4";"230913/011";"1";"2023-10-13T00:00:00";"780";"0";"780";"9";"2023";"0";"";"";"1978694";"";"";"";"2812";"7626677";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7626677.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"FUTURA AUDIOVISUAIS LTDA ME";"071.263.360/0014-4";"231013004";"1";"2023-11-13T00:00:00";"780";"0";"780";"10";"2023";"0";"";"";"1989086";"";"";"";"2812";"7644886";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7644886.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"FUTURA AUDIOVISUAIS LTDA ME";"071.263.360/0014-4";"231113/008";"1";"2023-12-13T00:00:00";"780";"0";"780";"11";"2023";"0";"";"";"1998500";"";"";"";"2812";"7661749";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2023/7661749.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0311-2";"308296";"4";"2023-03-26T00:00:00";"220.41";"0";"220.41";"3";"2023";"0";"";"";"1919910";"";"";"";"2812";"7518741";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7518741"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0311-2";"309005";"4";"2023-03-29T00:00:00";"150";"0";"150";"3";"2023";"0";"";"";"1919909";"";"";"";"2812";"7518737";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7518737"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0311-2";"309524";"4";"2023-03-30T00:00:00";"150";"0";"150";"3";"2023";"0";"";"";"1936402";"";"";"";"2812";"7548383";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7548383"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0311-2";"312052";"4";"2023-04-09T00:00:00";"100";"0";"100";"4";"2023";"0";"";"";"1936432";"";"";"";"2812";"7548421";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7548421"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0311-2";"315801";"4";"2023-04-23T00:00:00";"100";"0";"100";"4";"2023";"0";"";"";"1928688";"";"";"";"2812";"7535009";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7535009"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0311-2";"317054";"4";"2023-04-27T00:00:00";"150";"0";"150";"4";"2023";"0";"";"";"1928686";"";"";"";"2812";"7534998";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7534998"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0311-2";"319558";"4";"2023-05-07T00:00:00";"150";"0";"150";"5";"2023";"0";"";"";"1932265";"";"";"";"2812";"7540530";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7540530"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0311-2";"319926";"4";"2023-05-09T00:00:00";"200";"0";"200";"5";"2023";"0";"";"";"1932279";"";"";"";"2812";"7540560";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7540560"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0311-2";"321331";"4";"2023-05-14T00:00:00";"200";"0";"200";"5";"2023";"0";"";"";"1934723";"";"";"";"2812";"7545070";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7545070"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0311-2";"322130";"4";"2023-05-17T00:00:00";"70";"0";"70";"5";"2023";"0";"";"";"1936417";"";"";"";"2812";"7548401";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7548401"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0311-2";"325511";"4";"2023-06-01T00:00:00";"120";"0";"120";"6";"2023";"0";"";"";"1940057";"";"";"";"2812";"7555110";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7555110"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0311-2";"326462";"4";"2023-06-05T00:00:00";"150";"0";"150";"6";"2023";"0";"";"";"1940465";"";"";"";"2812";"7555933";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7555933"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0311-2";"326944";"4";"2023-06-06T00:00:00";"70";"0";"70";"6";"2023";"0";"";"";"1940465";"";"";"";"2812";"7555925";"https://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7555925"
