"txNomeParlamentar";"cpf";"ideCadastro";"nuCarteiraParlamentar";"nuLegislatura";"sgUF";"sgPartido";"codLegislatura";"numSubCota";"txtDescricao";"numEspecificacaoSubCota";"txtDescricaoEspecificacao";"txtFornecedor";"txtCNPJCPF";"txtNumero";"indTipoDocumento";"datEmissao";"vlrDocumento";"vlrGlosa";"vlrLiquido";"numMes";"numAno";"numParcela";"txtPassageiro";"txtTrecho";"numLote";"numRessarcimento";"datPagamentoRestituicao";"vlrRestituicao";"nuDeputadoId";"ideDocumento";"urlDocumento"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"1021";"0";"2024-02-07T00:00:00";"1148.7";"0";"1148.7";"2";"2024";"0";"";"";"2018065";"";"";"";"2812";"7696122";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2024/7696122.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"1106";"0";"2024-03-13T00:00:00";"1148.7";"0";"1148.7";"3";"2024";"0";"";"";"2028853";"";"";"";"2812";"7716118";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2024/7716118.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"1192";"0";"2024-04-05T00:00:00";"1148.7";"0";"1148.7";"4";"2024";"0";"";"";"2032624";"";"";"";"2812";"7723265";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2024/7723265.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"1280";"0";"2024-05-09T00:00:00";"1148.7";"0";"1148.7";"5";"2024";"0";"";"";"2044731";"";"";"";"2812";"7745812";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2024/7745812.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"1368";"0";"2024-06-19T00:00:00";"1148.7";"0";"1148.7";"6";"2024";"0";"";"";"2057199";"";"";"";"2812";"7769537";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2024/7769537.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"1446";"0";"2024-07-10T00:00:00";"1148.7";"0";"1148.7";"7";"2024";"0";"";"";"2061518";"";"";"";"2812";"7778358";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2024/7778358.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"1533";"0";"2024-08-07T00:00:00";"1148.7";"0";"1148.7";"8";"2024";"0";"";"";"2070050";"";"";"";"2812";"7795468";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2024/7795468.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"1605";"0";"2024-09-05T00:00:00";"1148.7";"0";"1148.7";"9";"2024";"0";"";"";"2077287";"";"";"";"2812";"7809310";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2024/7809310.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"1679/2024";"0";"2024-10-04T00:00:00";"1148.7";"0";"1148.7";"10";"2024";"0";"";"";"2086377";"";"";"";"2812";"7825602";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2024/7825602.pdf"
"LID.GOV-CD";"";"";"";"2023";"NA";"";"57";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"1766";"0";"2024-11-08T00:00:00";"1148.7";"0";"1148.7";"11";"2024";"0";"";"";"2092779";"";"";"";"2812";"7837543";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2812/2024/7837543.pdf"
